NHGISCODE,GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME,AV0AA,B18AA,B18AB,B18AC,B18AD,B18AE,B70AA,B70AB,B70AC,B70AD,B70AE,B70AF,B70AG,B70AH,B70AI,B70AJ,A41AA,B70AAM,B70ABM,B70ACM,B70ADM,B70AEM,B70AFM,B70AGM,B70AHM,B70AIM,B70AJM
G4201010008101,G4201010008101,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008101,Census Tract 81.01,2715,106,2373,10,98,128,,,,,,,,,,,1214,,,,,,,,,,
G4201010008102,G4201010008102,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008102,Census Tract 81.02,5034,143,4531,19,120,221,,,,,,,,,,,2107,,,,,,,,,,
G4201010008200,G4201010008200,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008200,Census Tract 82,6935,113,6365,44,139,274,,,,,,,,,,,3072,,,,,,,,,,
G4201010008301,G4201010008301,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008301,Census Tract 83.01,4310,290,3663,15,179,163,,,,,,,,,,,1992,,,,,,,,,,
G4201010008302,G4201010008302,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008302,Census Tract 83.02,4998,184,4365,11,213,225,,,,,,,,,,,2326,,,,,,,,,,
G4201010008400,G4201010008400,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008400,Census Tract 84,4611,107,4134,24,174,172,,,,,,,,,,,2065,,,,,,,,,,
G4201010008500,G4201010008500,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008500,Census Tract 85,6773,710,5355,39,337,332,,,,,,,,,,,3329,,,,,,,,,,
G4201010008601,G4201010008601,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008601,Census Tract 86.01,3212,1615,850,13,484,250,,,,,,,,,,,1757,,,,,,,,,,
G4201010008602,G4201010008602,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008602,Census Tract 86.02,3452,887,1935,13,363,254,,,,,,,,,,,1879,,,,,,,,,,
G4201010008701,G4201010008701,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008701,Census Tract 87.01,4347,2260,568,12,1173,334,,,,,,,,,,,2313,,,,,,,,,,
G4201010008702,G4201010008702,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008702,Census Tract 87.02,3441,1708,326,3,1132,272,,,,,,,,,,,1921,,,,,,,,,,
G4201010008801,G4201010008801,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008801,Census Tract 88.01,1600,612,144,5,726,113,,,,,,,,,,,516,,,,,,,,,,
G4201010008802,G4201010008802,2020,Pennsylvania,42,420,Philadelphia County,101,1010,008802,Census Tract 88.02,6580,2845,844,12,2331,548,,,,,,,,,,,2356,,,,,,,,,,
G4201010009000,G4201010009000,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009000,Census Tract 90,7694,4783,736,8,1868,299,,,,,,,,,,,2338,,,,,,,,,,
G4201010009100,G4201010009100,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009100,Census Tract 91,3934,1506,1175,10,1033,210,,,,,,,,,,,2520,,,,,,,,,,
G4201010009200,G4201010009200,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009200,Census Tract 92,3974,894,2172,13,667,228,,,,,,,,,,,1922,,,,,,,,,,
G4201010009300,G4201010009300,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009300,Census Tract 93,4261,208,3693,10,133,217,,,,,,,,,,,2266,,,,,,,,,,
G4201010009400,G4201010009400,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009400,Census Tract 94,3766,75,3426,2,119,144,,,,,,,,,,,1990,,,,,,,,,,
G4201010009500,G4201010009500,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009500,Census Tract 95,3289,22,3070,18,60,119,,,,,,,,,,,1544,,,,,,,,,,
G4201010009600,G4201010009600,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009600,Census Tract 96,4275,70,3885,5,125,190,,,,,,,,,,,2060,,,,,,,,,,
G4201010009801,G4201010009801,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009801,Census Tract 98.01,2206,242,1796,4,74,90,,,,,,,,,,,991,,,,,,,,,,
G4201010009802,G4201010009802,2020,Pennsylvania,42,420,Philadelphia County,101,1010,009802,Census Tract 98.02,5495,406,4747,14,140,188,,,,,,,,,,,2314,,,,,,,,,,
G4201010010000,G4201010010000,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010000,Census Tract 100,4397,276,3832,16,120,153,,,,,,,,,,,1887,,,,,,,,,,
G4201010010100,G4201010010100,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010100,Census Tract 101,5640,87,5180,17,160,196,,,,,,,,,,,2700,,,,,,,,,,
G4201010010200,G4201010010200,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010200,Census Tract 102,3147,50,2924,6,37,130,,,,,,,,,,,1493,,,,,,,,,,
G4201010010300,G4201010010300,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010300,Census Tract 103,2572,63,2341,7,63,98,,,,,,,,,,,1253,,,,,,,,,,
G4201010010400,G4201010010400,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010400,Census Tract 104,3573,174,3159,7,84,149,,,,,,,,,,,1611,,,,,,,,,,
G4201010010500,G4201010010500,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010500,Census Tract 105,3363,96,2985,19,125,138,,,,,,,,,,,1483,,,,,,,,,,
G4201010010600,G4201010010600,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010600,Census Tract 106,1476,87,1182,12,126,69,,,,,,,,,,,781,,,,,,,,,,
G4201010010700,G4201010010700,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010700,Census Tract 107,3479,207,2979,13,84,196,,,,,,,,,,,1711,,,,,,,,,,
G4201010010800,G4201010010800,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010800,Census Tract 108,3936,532,2962,6,266,170,,,,,,,,,,,2014,,,,,,,,,,
G4201010010900,G4201010010900,2020,Pennsylvania,42,420,Philadelphia County,101,1010,010900,Census Tract 109,2641,663,1605,7,247,119,,,,,,,,,,,1330,,,,,,,,,,
G4201010011000,G4201010011000,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011000,Census Tract 110,3378,174,2978,7,79,140,,,,,,,,,,,1900,,,,,,,,,,
G4201010011100,G4201010011100,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011100,Census Tract 111,3537,62,3283,14,74,104,,,,,,,,,,,1799,,,,,,,,,,
G4201010011200,G4201010011200,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011200,Census Tract 112,5598,49,5248,20,89,192,,,,,,,,,,,2435,,,,,,,,,,
G4201010011300,G4201010011300,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011300,Census Tract 113,2834,24,2678,5,27,100,,,,,,,,,,,1364,,,,,,,,,,
G4201010011400,G4201010011400,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011400,Census Tract 114,6320,150,5772,16,137,245,,,,,,,,,,,2989,,,,,,,,,,
G4201010011500,G4201010011500,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011500,Census Tract 115,4104,241,3627,6,83,147,,,,,,,,,,,1756,,,,,,,,,,
G4201010011700,G4201010011700,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011700,Census Tract 117,1893,864,618,12,322,77,,,,,,,,,,,425,,,,,,,,,,
G4201010011800,G4201010011800,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011800,Census Tract 118,5491,230,4957,22,94,188,,,,,,,,,,,2408,,,,,,,,,,
G4201010011900,G4201010011900,2020,Pennsylvania,42,420,Philadelphia County,101,1010,011900,Census Tract 119,5016,197,4489,6,123,201,,,,,,,,,,,2680,,,,,,,,,,
G4201010012000,G4201010012000,2020,Pennsylvania,42,420,Philadelphia County,101,1010,012000,Census Tract 120,1943,530,1048,7,258,100,,,,,,,,,,,772,,,,,,,,,,
G4201010012100,G4201010012100,2020,Pennsylvania,42,420,Philadelphia County,101,1010,012100,Census Tract 121,2817,650,1841,7,182,137,,,,,,,,,,,1478,,,,,,,,,,
G4201010012201,G4201010012201,2020,Pennsylvania,42,420,Philadelphia County,101,1010,012201,Census Tract 122.01,2893,911,1363,6,438,175,,,,,,,,,,,2450,,,,,,,,,,
G4201010012203,G4201010012203,2020,Pennsylvania,42,420,Philadelphia County,101,1010,012203,Census Tract 122.03,658,280,143,0,168,67,,,,,,,,,,,780,,,,,,,,,,
G4201010012204,G4201010012204,2020,Pennsylvania,42,420,Philadelphia County,101,1010,012204,Census Tract 122.04,3694,657,2628,3,214,192,,,,,,,,,,,2164,,,,,,,,,,
G4201010012501,G4201010012501,2020,Pennsylvania,42,420,Philadelphia County,101,1010,012501,Census Tract 125.01,2935,1721,341,1,631,241,,,,,,,,,,,1947,,,,,,,,,,
G4201010012502,G4201010012502,2020,Pennsylvania,42,420,Philadelphia County,101,1010,012502,Census Tract 125.02,5141,3252,570,13,933,373,,,,,,,,,,,3440,,,,,,,,,,
G4201010013100,G4201010013100,2020,Pennsylvania,42,420,Philadelphia County,101,1010,013100,Census Tract 131,1709,437,943,2,189,138,,,,,,,,,,,897,,,,,,,,,,
G4201010013200,G4201010013200,2020,Pennsylvania,42,420,Philadelphia County,101,1010,013200,Census Tract 132,3221,659,1883,11,482,186,,,,,,,,,,,1513,,,,,,,,,,
G4201010013300,G4201010013300,2020,Pennsylvania,42,420,Philadelphia County,101,1010,013300,Census Tract 133,4057,2298,914,19,449,377,,,,,,,,,,,2412,,,,,,,,,,
G4201010013401,G4201010013401,2020,Pennsylvania,42,420,Philadelphia County,101,1010,013401,Census Tract 134.01,2971,2496,115,1,180,179,,,,,,,,,,,1873,,,,,,,,,,
